Year,Month,Utility_Number,Name,State,Status,AMR_Res,AMR_Com,AMR_Ind,AMR_Tran,AMR_Total,AMI_Res,AMI_Com,AMI_Ind,AMI_Tran,AMI_Total,Non_Res,Non_Com,Non_Ind,Non_Trans,Non_Total,Total_Res,Total_Com,Total_Ind,Total_Trans,Total_Total,ES_Res,ES_Com,ES_Ind,ES_Tran,ES_Total
2016,3,16213,Rockland Electric Co,NJ,Final,"20,816",254,0,0,"21,070",.,.,.,.,0,"42,893","9,030",28,0,"51,951","63,709","9,284",28,0,"73,021",.,.,.,.,0
2016,3,3287,"Central Valley Elec Coop, Inc",NM,Final,312,30,0,0,342,"5,167","5,213","4,435",0,"14,815",86,71,113,0,270,"5,565","5,314","4,548",0,"15,427","5,364","6,183","52,587",0,"64,134"
2016,3,5701,El Paso Electric Co,NM,Final,"95,554","7,498",.,.,"103,052",.,.,.,.,0,382,"3,907",33,.,"4,322","95,936","11,405",33,.,"107,374",.,.,.,.,0
2016,3,6204,City of Farmington - (NM),NM,Final,"34,365","8,118",7,0,"42,490",0,0,0,0,0,"1,043","2,222",0,0,"3,265","35,408","10,340",7,0,"45,755",0,0,0,0,0
2016,3,11204,Los Alamos County,NM,Final,100,0,0,.,100,"1,693",0,0,.,"1,693","6,447",936,1,.,"7,384","8,240",936,1,.,"9,177","1,242",0,0,.,"1,242"
2016,3,13314,Navajo Tribal Utility Authority,NM,Final,.,.,.,.,0,"9,448",823,145,.,"10,416",.,.,.,.,0,"9,448",823,145,.,"10,416","4,987","2,907",54,.,"7,948"
2016,3,15473,Public Service Co of NM,NM,Final,"32,109","1,282",.,.,"33,391",.,.,.,.,0,"440,867","55,609",179,.,"496,655","472,976","56,891",179,.,"530,046",.,.,.,.,0
2016,3,17718,Southwestern Public Service Co,NM,Final,884,6,0,.,890,2,10,5,.,17,"90,594","18,319","4,793",.,"113,706","91,480","18,335","4,798",.,"114,613",3,25,63,.,91
2016,3,22690,Roosevelt County Elec Coop Inc,NM,Final,.,.,.,.,0,"3,765",794,"1,467",0,"6,026",.,.,.,.,0,"3,765",794,"1,467",0,"6,026","3,364",883,"7,808",0,"12,055"
2016,3,2008,City of Boulder City - (NV),NV,Final,568,.,.,.,568,.,.,.,.,0,"6,332","1,001",4,0,"7,337","6,900","1,001",4,0,"7,905",.,.,.,.,0
2016,3,4356,Colorado River Comm of Nevada,NV,Final,0,0,0,0,0,0,17,6,0,23,0,.,.,0,0,0,17,6,0,23,0,"14,025","65,814",0,"79,839"
2016,3,13073,"Mt Wheeler Power, Inc",NV,Final,"5,008","1,608",330,.,"6,946",.,.,10,.,10,.,.,.,.,0,"5,008","1,608",340,.,"6,956",.,.,"27,758",.,"27,758"
2016,3,13407,Nevada Power Co,NV,Final,90,40,3,.,133,"790,802","113,053",11,.,"903,866","2,049","2,118","1,655",18,"5,840","792,941","115,211","1,669",18,"909,839","485,020","316,034","45,483",.,"846,537"
2016,3,17166,Sierra Pacific Power Co,NV,Final,40,109,10,0,159,"293,180","45,570",21,0,"338,771","1,904","2,187",151,0,"4,242","295,124","47,866",182,0,"343,172","193,568","138,631","133,689",0,"465,888"
2016,3,18260,Surprise Valley Electrification,NV,Final,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,3,6,0,0,9,0,0,0,0,0
2016,3,19840,"Valley Electric Assn, Inc",NV,Final,"18,738","2,337",197,0,"21,272",0,0,0,0,0,0,0,0,0,0,"18,738","2,337",197,0,"21,272",0,0,0,0,0
2016,3,20332,Wells Rural Electric Co,NV,Final,"4,304",934,145,0,"5,383",.,.,.,.,0,.,.,.,.,0,"4,304",934,145,0,"5,383",.,.,.,.,0
2016,3,22814,Raft Rural Elec Coop Inc,NV,Final,.,.,.,.,0,"1,462",266,48,.,"1,776",.,.,.,.,0,"1,462",266,48,.,"1,776","1,483","2,703",9,.,"4,196"
2016,3,3249,Central Hudson Gas & Elec Corp,NY,Final,"117,600",15,.,.,"117,615",.,.,.,.,0,"168,190","20,917",983,.,"190,090","285,790","20,932",983,.,"307,705",.,.,.,.,0
2016,3,4226,Consolidated Edison Co-NY Inc,NY,Final,"1,157,252","188,560",.,.,"1,345,812",.,.,.,.,0,"1,737,989","329,820",764,6,"2,068,579","2,895,241","518,380",764,6,"3,414,391",.,.,.,.,0
2016,3,11171,Long Island Power Authority,NY,Final,"17,480","1,521",.,133,"19,134","6,134","2,600",.,.,"8,734",.,.,.,.,0,"23,614","4,121",.,133,"27,868","2,238","68,624",.,.,"70,862"
2016,3,13511,New York State Elec & Gas Corp,NY,Final,0,598,386,0,984,.,.,.,.,0,"764,192","118,905","1,607",1,"884,705","764,192","119,503","1,993",1,"885,689",.,.,.,.,0
2016,3,13573,Niagara Mohawk Power Corp.,NY,Final,"1,639,379","286,551",942,.,"1,926,872",275,"2,408",610,.,"3,293",.,.,.,2,2,"1,639,654","288,959","1,552",2,"1,930,167",986,"536,087","347,899",.,"884,971"
2016,3,14154,Orange & Rockland Utils Inc,NY,Final,"92,362","1,356",0,0,"93,718",.,.,.,.,0,"105,033","30,139",99,.,"135,271","197,395","31,495",99,0,"228,989",.,.,.,.,0
2016,3,14711,Pennsylvania Electric Co,NY,Final,0,1,0,0,1,0,0,0,0,0,"3,416",572,1,0,"3,989","3,416",573,1,0,"3,990",0,0,0,0,0
2016,3,16183,Rochester Gas & Electric Corp,NY,Final,0,466,211,.,677,.,.,.,.,0,"333,866","39,690",630,.,"374,186","333,866","40,156",841,.,"374,863",.,.,.,.,0
2016,3,3542,Duke Energy Ohio Inc,OH,Final,"4,178","3,749",163,.,"8,090","629,915","72,701","2,747",.,"705,363","1,216","1,004",86,.,"2,306","635,309","77,454","2,996",.,"715,759","476,207","575,575","388,899",.,"1,440,681"
2016,3,3755,Cleveland Electric Illum Co,OH,Final,"7,155","1,503",527,0,"9,185","30,984",858,0,0,"31,842","628,774","85,401",703,15,"714,893","666,913","87,762","1,230",15,"755,920","28,990","2,938",0,0,"31,928"
2016,3,4922,Dayton Power & Light Co,OH,Final,"278,002",.,.,.,"278,002",.,.,.,.,0,"180,390","57,451","1,714",1,"239,556","458,392","57,451","1,714",1,"517,558",.,.,.,.,0
2016,3,13998,Ohio Edison Co,OH,Final,"2,319",426,692,0,"3,437",11,0,0,0,11,"928,386","114,099","1,043",0,"1,043,528","930,716","114,525","1,735",0,"1,046,976",10,0,0,0,10
2016,3,14006,Ohio Power Co,OH,Final,"524,612","87,173","7,060",0,"618,845","120,293","15,324",345,0,"135,962","655,986","82,535","3,005",0,"741,526","1,300,891","185,032","10,410",0,"1,496,333","89,866","84,240","19,157",0,"193,263"
2016,3,18997,The Toledo Edison Co,OH,Final,605,267,208,0,"1,080",0,0,0,0,0,"273,139","34,686",473,0,"308,298","273,744","34,953",681,0,"309,378",0,0,0,0,0
2016,3,817,Arkansas Valley Elec Coop Corp,OK,Final,.,.,.,.,0,"4,072",485,.,.,"4,557",.,.,.,.,0,"4,072",485,.,.,"4,557","3,911","2,023",.,.,"5,934"
2016,3,7490,Grand River Dam Authority,OK,Final,0,0,0,0,0,0,54,119,0,173,0,6,10,0,16,0,60,129,0,189,0,352,"139,992",0,"140,344"
2016,3,13734,Northeast Oklahoma Electric Co,OK,Final,0,0,0,0,0,"34,772","3,611",2,0,"38,385",0,0,0,0,0,"34,772","3,611",2,0,"38,385","31,981","8,375","2,287",0,"42,643"
2016,3,14062,Oklahoma Electric Coop Inc,OK,Final,0,0,0,.,0,"49,312","4,439",48,.,"53,799",0,0,0,.,0,"49,312","4,439",48,.,"53,799","47,822","16,854","10,052",.,"74,728"
2016,3,14063,Oklahoma Gas & Electric Co,OK,Final,1,0,0,0,1,"673,927","103,294","9,573",0,"786,794",0,0,0,0,0,"673,928","103,294","9,573",0,"786,795","492,400","683,587","499,700",0,"1,675,688"
2016,3,15474,Public Service Co of Oklahoma,OK,Final,"48,077","5,000",391,0,"53,468","387,688","53,884","5,148",0,"446,720","35,608","11,676",705,0,"47,989","471,373","70,560","6,244",0,"548,177","296,804","363,800","152,088",0,"812,691"
2016,3,19785,Verdigris Valley Elec Coop Inc,OK,Final,0,0,0,.,0,"31,473","4,010",653,.,"36,136",0,0,0,.,0,"31,473","4,010",653,.,"36,136","32,075","3,760","5,850",.,"41,685"
2016,3,1738,Bonneville Power Administration,OR,Final,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,6022,City of Eugene - (OR),OR,Final,0,0,0,.,0,0,0,0,.,0,"83,869","12,494","1,765",.,"98,128","83,869","12,494","1,765",.,"98,128",0,0,0,.,0
2016,3,9191,Idaho Power Co,OR,Final,243,53,1,.,297,"12,587","3,098","1,696",.,"17,381",543,285,264,.,"1,092","13,373","3,436","1,961",.,"18,770","13,288","11,495","23,421",.,"48,204"
2016,3,14354,PacifiCorp,OR,Final,"99,868","7,278","1,083",2,"108,231",.,.,.,.,0,"404,644","62,237","8,623",59,"475,563","504,512","69,515","9,706",61,"583,794",.,.,.,.,0
2016,3,15248,Portland General Electric Co,OR,Final,0,0,0,0,0,"750,027","105,296",249,1,"855,573",.,.,.,.,0,"750,027","105,296",249,1,"855,573","657,997","581,897","236,166",727,"1,476,787"
2016,3,18260,Surprise Valley Electrification,OR,Final,0,0,0,0,0,0,0,0,0,0,"1,153",405,274,0,"1,832","1,153",405,274,0,"1,832",0,0,0,0,0
2016,3,28541,Clatskanie Peoples Util Dist,OR,Final,679,42,8,.,729,0,0,0,.,0,"3,488",402,0,.,"3,890","4,167",444,8,.,"4,619",.,.,.,.,0
2016,3,40437,Emerald People's Utility Dist,OR,Final,"18,459","1,802",693,0,"20,954",.,.,.,.,0,75,58,65,0,198,"18,534","1,860",758,0,"21,152",.,.,.,.,0
2016,3,3597,Citizens Electric Co - (PA),PA,Final,0,0,0,0,0,"5,763","1,130",38,0,"6,931",0,0,0,0,0,"5,763","1,130",38,0,"6,931","7,886","2,707","4,114",0,"14,707"
2016,3,5487,Duquesne Light Co,PA,Final,"329,367","59,423","1,125",1,"389,916","196,571","1,059",0,0,"197,630",.,.,.,.,0,"525,938","60,482","1,125",1,"587,546","105,161","8,713",0,0,"113,874"
2016,3,12390,Metropolitan Edison Co,PA,Final,"2,891",821,655,0,"4,367",1,0,0,0,1,"496,054","68,136",852,0,"565,042","498,946","68,957","1,507",0,"569,410",1,0,0,0,1
2016,3,14711,Pennsylvania Electric Co,PA,Final,"1,667",703,708,0,"3,078",0,0,0,0,0,"500,997","86,799",948,0,"588,744","502,664","87,502","1,656",0,"591,822",0,0,0,0,0
2016,3,14715,PPL Electric Utilities Corp,PA,Final,.,.,.,.,0,"1,243,633","178,113","3,982",1,"1,425,729",.,.,.,.,0,"1,243,633","178,113","3,982",1,"1,425,729","1,320,424","1,192,566","675,672","6,013","3,194,675"
2016,3,14716,Pennsylvania Power Co,PA,Final,1,115,127,0,243,0,0,0,0,0,"150,687","20,445",97,0,"171,229","150,688","20,560",224,0,"171,472",0,0,0,0,0
2016,3,14940,PECO Energy Co,PA,Final,"6,115","3,236","3,169",62,"12,582","1,494,582","140,360","1,147",.,"1,636,089",.,.,.,.,0,"1,500,697","143,596","4,316",62,"1,648,671","1,010,133","558,253","89,514",.,"1,657,900"
2016,3,15045,Pike County Light & Power Co,PA,Final,"3,297",94,0,0,"3,391",.,.,.,.,0,404,921,0,0,"1,325","3,701","1,015",0,0,"4,716",.,.,.,.,0
2016,3,19390,"UGI Utilities, Inc",PA,Final,"54,905","4,532",4,0,"59,441",0,0,0,0,0,852,"2,966",102,0,"3,920","55,757","7,498",106,0,"63,361",.,.,.,.,0
2016,3,20334,Wellsborough Electric Co,PA,Final,881,121,0,.,"1,002","3,954",822,12,.,"4,788",270,241,2,.,513,"5,105","1,184",14,.,"6,303","3,150","2,305","3,846",.,"9,301"
2016,3,20387,West Penn Power Company,PA,Final,"16,548","4,085",790,.,"21,423",2,.,.,.,2,"604,015","81,651","11,753",.,"697,419","620,565","85,736","12,543",.,"718,844",4,.,.,.,4
2016,3,1857,Block Island Power Co,RI,Final,"1,381",506,.,.,"1,887",.,.,.,.,0,.,.,.,.,0,"1,381",506,.,.,"1,887",.,.,.,.,0
2016,3,13214,The Narragansett Electric Co,RI,Final,"473,022","12,570",.,15,"485,607",.,254,.,.,254,"11,153","13,083",.,7,"24,243","484,175","25,907",.,22,"510,104",.,"80,544",.,.,"80,544"
2016,3,14537,Pascoag Utility District,RI,Final,"4,136",459,0,0,"4,595",0,0,0,0,0,24,63,58,0,145,"4,160",522,58,0,"4,740",0,0,0,0,0
2016,3,1613,Berkeley Electric Coop Inc,SC,Final,23,13,0,.,36,"80,762","8,906",0,.,"89,668","8,079",.,.,.,"8,079","88,864","8,919",0,.,"97,783","83,287","19,656",0,.,"102,943"
2016,3,3046,Duke Energy Progress - (NC),SC,Final,"135,930","29,247",342,.,"165,519",.,.,.,.,0,512,"1,974",353,.,"2,839","136,442","31,221",695,.,"168,358",.,.,.,.,0
2016,3,5416,"Duke Energy Carolinas, LLC",SC,Final,"421,678","47,800",377,0,"469,855","59,084","31,795","1,977",0,"92,856","1,166","6,773",584,0,"8,523","481,928","86,368","2,938",0,"571,234","52,805","333,204","661,763",0,"1,047,772"
2016,3,11118,Lockhart Power Co,SC,Final,"4,966","1,246",9,0,"6,221",0,0,0,0,0,0,0,0,0,0,"4,966","1,246",9,0,"6,221",0,0,0,0,0
2016,3,14398,Palmetto Electric Coop Inc,SC,Final,.,.,.,.,0,"59,264","10,301",26,0,"69,591",.,.,.,.,0,"59,264","10,301",26,0,"69,591","67,929","32,541","7,445",0,"107,916"
2016,3,17539,South Carolina Electric&Gas Company,SC,Final,"599,034","89,175",303,0,"688,512",828,"8,631",614,0,"10,073",2,126,29,0,157,"599,864","97,932",946,0,"698,742",835,"523,711","414,199",0,"938,745"
2016,3,17543,South Carolina Public Service Authority,SC,Final,"98,728","16,816",.,.,"115,544",.,.,29,.,29,"47,015","10,185",32,.,"57,232","145,743","27,001",61,.,"172,805",.,.,"295,012",.,"295,012"
2016,3,1769,"Black Hills Electric Coop, Inc",SD,Final,184,62,0,0,246,"8,204","1,124",78,0,"9,406",0,0,0,0,0,"8,388","1,186",78,0,"9,652","5,838","1,802",2,0,"7,642"
2016,3,3236,"Central Electric Coop, Inc - (SD)",SD,Final,"6,410",615,176,0,"7,201",.,.,.,.,0,.,.,.,.,0,"6,410",615,176,0,"7,201",.,.,.,.,0
2016,3,11475,City of Madison - (SD),SD,Final,0,0,0,0,0,0,0,0,0,0,"2,771",449,63,0,"3,283","2,771",449,63,0,"3,283",0,0,0,0,0
2016,3,12199,Montana-Dakota Utilities Co,SD,Final,"6,537","1,986",8,0,"8,531",.,.,.,.,0,.,.,.,.,0,"6,537","1,986",8,0,"8,531",.,.,.,.,0
2016,3,12341,MidAmerican Energy Co,SD,Final,"3,912",855,8,0,"4,775",.,.,.,.,0,0,8,14,0,22,"3,912",863,22,0,"4,797",.,.,.,.,0
2016,3,13337,Nebraska Public Power District,SD,Final,0,0,.,.,0,"1,067",211,.,.,"1,278",30,2,.,.,32,"1,097",213,.,.,"1,310","1,571","1,326",.,.,"2,897"
2016,3,13750,"Northern Electric Coop, Inc",SD,Final,.,.,.,.,0,"5,305",711,232,0,"6,248",.,.,.,.,0,"5,305",711,232,0,"6,248","11,020","3,743","9,334",0,"24,097"
2016,3,13781,Northern States Power Co - Minnesota,SD,Final,"79,983","10,657",718,.,"91,358",.,.,.,.,0,0,2,24,.,26,"79,983","10,659",742,.,"91,384",.,.,.,.,0
2016,3,14232,Otter Tail Power Co,SD,Final,0,8,0,0,8,.,.,.,.,0,"11,946","3,515",0,0,"15,461","11,946","3,523",0,0,"15,469",.,.,.,.,0
2016,3,16286,Rosebud Electric Coop Inc,SD,Final,0,0,0,0,0,"4,690",742,3,0,"5,435",0,0,0,0,0,"4,690",742,3,0,"5,435","5,375","1,767",22,0,"7,164"
2016,3,17267,Sioux Valley SW Elec Coop,SD,Final,1,0,0,0,1,"17,873","1,929",447,0,"20,249",0,0,0,0,0,"17,874","1,929",447,0,"20,250","25,210","3,353","23,520",0,"52,084"
2016,3,19293,Southeastern Electric Coop Inc - (SD),SD,Final,"14,236","1,677",.,.,"15,913",.,.,.,.,0,21,165,256,.,442,"14,257","1,842",256,.,"16,355",.,.,.,.,0
2016,3,19545,"Black Hills Power, Inc. d/b/a",SD,Final,.,.,.,.,0,"54,498","12,538",6,.,"67,042",.,.,.,.,0,"54,498","12,538",6,.,"67,042","40,801","60,243","15,009",.,"116,052"
2016,3,19896,City of Volga - (SD),SD,Final,893,123,28,0,"1,044",0,0,0,0,0,0,0,0,0,0,893,123,28,0,"1,044",0,0,0,0,0
2016,3,20187,Watertown Municipal Utilities,SD,Final,"10,345","2,368",93,0,"12,806",0,0,0,0,0,2,0,0,0,2,"10,347","2,368",93,0,"12,808",0,0,0,0,0
2016,3,20401,West River Electric Assn Inc,SD,Final,0,0,0,.,0,"14,784","1,813",16,.,"16,613",.,.,.,.,0,"14,784","1,813",16,.,"16,613","12,761","6,531","1,801",.,"21,094"
2016,3,727,Appalachian Electric Coop,TN,Final,0,0,0,0,0,"39,394","6,247",5,0,"45,646",0,0,0,0,0,"39,394","6,247",5,0,"45,646",514,186,64,0,763
2016,3,814,Entergy Arkansas Inc,TN,Final,0,0,0,.,0,0,0,0,.,0,2,3,3,.,8,2,3,3,.,8,0,0,0,.,0
2016,3,2247,City of Bristol - (TN),TN,Final,0,0,0,0,0,"15,287",409,5,0,"15,701",0,0,0,0,0,"15,287",409,5,0,"15,701","25,635",693,"6,144",0,"32,472"
2016,3,3408,City of Chattanooga - (TN),TN,Final,0,0,0,0,0,"143,527","22,073",0,0,"165,600",0,0,0,0,0,"143,527","22,073",0,0,"165,600","183,849","157,708",0,0,"341,557"
2016,3,3704,City of Clarksville - (TN),TN,Final,0,0,0,0,0,"59,916","4,871",5,0,"64,792",0,"3,059",0,0,"3,059","59,916","7,930",5,0,"67,851","69,580","5,372","5,892",0,"80,844"
2016,3,3758,City of Cleveland - (TN),TN,Final,0,0,0,0,0,"26,550","4,618",17,0,"31,185",0,0,0,0,0,"26,550","4,618",17,0,"31,185","31,230","30,261","22,011",0,"83,502"
2016,3,3812,City of Clinton - (TN),TN,Final,0,0,0,0,0,"25,332","3,856",11,0,"29,199",0,0,0,0,0,"25,332","3,856",11,0,"29,199","27,582","13,554","20,390",0,"61,526"
2016,3,4624,Cumberland Elec Member Corp,TN,Final,"83,747","10,061",26,0,"93,834",0,0,0,0,0,0,0,0,0,0,"83,747","10,061",26,0,"93,834",0,0,0,0,0
2016,3,5399,Duck River Elec Member Corp,TN,Final,0,0,0,0,0,"3,167","1,079",0,0,"4,246",0,0,0,0,0,"3,167","1,079",0,0,"4,246",42,300,0,0,343
2016,3,7174,Gibson Electric Members Corp,TN,Final,0,0,0,0,0,"31,500","5,732",7,0,"37,239",0,0,0,0,0,"31,500","5,732",7,0,"37,239","36,047","12,453","12,713",0,"61,213"
2016,3,7625,City of Greeneville - (TN),TN,Final,0,0,0,0,0,"30,801","7,024",10,0,"37,835",0,0,0,0,0,"30,801","7,024",10,0,"37,835","44,187","23,804","29,537",0,"97,529"
2016,3,9777,Johnson City - (TN),TN,Final,0,0,0,0,0,"66,477","10,914",18,0,"77,409",0,0,0,0,0,"66,477","10,914",18,0,"77,409","96,228","60,134","11,767",0,"168,129"
2016,3,10171,Kentucky Utilities Co,TN,Final,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
2016,3,10331,Kingsport Power Co,TN,Final,"41,504","5,852",163,0,"47,519",38,2,0,0,40,6,6,0,0,12,"41,548","5,860",163,0,"47,571",75,0,0,0,75
2016,3,10421,Knoxville Utilities Board,TN,Final,"6,026",862,0,0,"6,888","5,198",950,26,0,"6,174",0,0,0,0,0,"11,224","1,812",26,0,"13,062","3,881","4,004","5,931",0,"13,816"
2016,3,10906,City of Lenoir - (TN),TN,Final,"56,168","3,081",2,0,"59,251",0,0,0,0,0,0,0,0,0,0,"56,168","3,081",2,0,"59,251",0,0,0,0,0
2016,3,12293,City of Memphis - (TN),TN,Final,0,0,239,0,239,889,0,0,0,889,"372,469","45,041",94,0,"417,604","373,358","45,041",333,0,"418,732",792,0,0,0,792
2016,3,12470,Middle Tennessee E M C,TN,Final,0,0,0,0,0,"109,558","17,015",15,0,"126,588",0,0,0,0,0,"109,558","17,015",15,0,"126,588","140,898","127,712","35,988",0,"304,599"
2016,3,13216,Nashville Electric Service,TN,Final,"48,480",309,24,0,"48,813","112,211","39,881",40,0,"152,132",0,0,0,0,0,"160,691","40,190",64,0,"200,945","116,619","287,752","13,900",0,"418,272"
2016,3,17564,South Kentucky Rural E C C,TN,Final,.,.,.,.,0,153,29,3,0,185,0,0,0,0,0,153,29,3,0,185,125,45,39,0,208
2016,3,17694,Southwest Tennessee E M C,TN,Final,"33,010","7,458",0,0,"40,468","8,868",22,0,0,"8,890",0,0,0,0,0,"41,878","7,480",0,0,"49,358","9,401",42,0,0,"9,443"
2016,3,18642,Tennessee Valley Authority,TN,Final,0,0,0,0,0,0,32,40,0,72,0,0,0,0,0,0,32,40,0,72,0,"111,851","470,835",0,"582,686"
2016,3,19574,Upper Cumberland E M C,TN,Final,0,0,0,0,0,"41,583","7,115",9,0,"48,707",0,0,0,0,0,"41,583","7,115",9,0,"48,707","50,185","14,430","7,922",0,"72,537"
2016,3,19898,Volunteer Electric Coop,TN,Final,0,0,0,0,0,"95,434","18,167",15,0,"113,616",0,828,0,0,828,"95,434","18,995",15,0,"114,444","110,584","40,869","19,005",0,"170,458"
2016,3,3278,AEP Texas Central Company,TX,Final,35,40,52,0,127,"711,210","112,975","5,118",0,"829,303",92,"4,194",141,0,"4,427","711,337","117,209","5,311",0,"833,857","549,901","472,030","23,356",0,"1,045,287"
2016,3,5701,El Paso Electric Co,TX,Final,"279,029","20,267",.,.,"299,296",.,.,.,.,0,"6,749","13,869",101,.,"20,719","285,778","34,136",101,.,"320,015",.,.,.,.,0
2016,3,8901,CenterPoint Energy,TX,Final,.,"6,798","2,012",11,"8,821","2,094,937","279,075",.,364,"2,374,376",98,.,.,.,98,"2,095,035","285,873","2,012",375,"2,383,295","1,649,487","1,384,031",.,"2,722","3,036,240"
2016,3,13830,Nueces Electric Cooperative,TX,Final,615,239,0,0,854,0,0,0,0,0,0,358,12,0,370,615,597,12,0,"1,224",0,0,0,0,0
2016,3,16604,City of San Antonio - (TX),TX,Final,"368,419",0,.,.,"368,419","268,661","19,538",.,.,"288,199","105,955","33,436",57,.,"139,448","743,035","52,974",57,.,"796,066","201,164","193,063",.,.,"394,228"
2016,3,17008,Sharyland Utilities LP,TX,Final,"2,682",316,99,0,"3,097","23,887","15,705","11,164",0,"50,756",.,.,.,.,0,"26,569","16,021","11,263",0,"53,853","26,619","8,653","90,867",0,"126,139"
2016,3,17698,Southwestern Electric Power Co,TX,Final,"148,910","23,267","3,311",0,"175,488",0,0,0,0,0,833,"7,462","1,054",0,"9,349","149,743","30,729","4,365",0,"184,837",0,0,0,0,0
2016,3,17718,Southwestern Public Service Co,TX,Final,224,71,36,.,331,1,28,9,.,38,"207,977","46,202","8,602",.,"262,781","208,202","46,301","8,647",.,"263,150",1,315,473,.,789
2016,3,20404,AEP Texas North Company,TX,Final,6,22,26,0,54,"149,445","35,683","4,008",0,"189,136",30,694,138,0,862,"149,481","36,399","4,172",0,"190,052","104,134","100,565","12,120",0,"216,820"
2016,3,40051,Texas-New Mexico Power Co,TX,Final,0,0,0,0,0,"188,782","37,405",0,0,"226,187","14,212","3,803",71,0,"18,086","202,994","41,208",71,0,"244,273","154,373","129,623",0,0,"283,996"
2016,3,44372,Oncor Electric Delivery Company LLC,TX,Final,0,0,0,0,0,"2,928,899","446,220","5,906",392,"3,381,417",244,"6,620","1,511",7,"8,382","2,929,143","452,840","7,417",399,"3,389,799","2,431,862","1,949,872","92,888","1,769","4,476,391"
2016,3,55937,Entergy Texas Inc.,TX,Final,"16,487",446,347,.,"17,280",0,0,0,.,0,"362,000","47,206","4,963",.,"414,169","378,487","47,652","5,310",.,"431,449",0,0,0,.,0
2016,3,2010,City of Bountiful,UT,Final,"15,483","1,382",0,0,"16,865",0,0,0,0,0,0,0,1,0,1,"15,483","1,382",1,0,"16,866",0,0,0,0,0
2016,3,11135,City of Logan - (UT),UT,Final,0,0,0,0,0,"17,026","2,361",7,0,"19,394",0,0,0,0,0,"17,026","2,361",7,0,"19,394","7,120","16,496","7,342",0,"30,958"
2016,3,12866,Moon Lake Electric Assn Inc,UT,Final,"12,279","3,404",806,0,"16,489",0,0,0,0,0,290,175,41,0,506,"12,569","3,579",847,0,"16,995",0,0,0,0,0
2016,3,13073,"Mt Wheeler Power, Inc",UT,Final,213,125,58,.,396,.,.,3,.,3,.,.,.,.,0,213,125,61,.,399,.,.,33,.,33
2016,3,13314,Navajo Tribal Utility Authority,UT,Final,.,.,.,.,0,714,116,.,.,830,.,.,.,.,0,714,116,.,.,830,384,529,.,.,913
2016,3,14354,PacifiCorp,UT,Final,"774,221","70,432","5,365",348,"850,366",.,.,.,.,0,"1,107","16,453","2,690",135,"20,385","775,328","86,885","8,055",483,"870,751",.,.,.,.,0
2016,3,15444,Provo City Corp,UT,Final,"4,761",0,0,.,"4,761",977,30,0,.,"1,007","25,738","4,670",4,.,"30,412","31,476","4,700",4,.,"36,180",590,0,0,.,590
2016,3,17845,City of Springville - (UT),UT,Final,"10,212",627,.,.,"10,839",.,.,.,.,0,.,398,2,.,400,"10,212","1,025",2,.,"11,239",.,.,.,.,0
2016,3,17874,City of St George,UT,Final,"24,295","4,817",0,0,"29,112",.,.,.,.,0,.,.,.,.,0,"24,295","4,817",0,0,"29,112",.,.,.,.,0
2016,3,18206,Strawberry Electric Serv Dist,UT,Final,"3,022",445,11,.,"3,478",.,.,.,.,0,.,.,.,.,0,"3,022",445,11,.,"3,478",.,.,.,.,0
2016,3,20332,Wells Rural Electric Co,UT,Final,507,204,4,0,715,.,.,.,.,0,.,.,.,.,0,507,204,4,0,715,.,.,.,.,0
2016,3,22814,Raft Rural Elec Coop Inc,UT,Final,.,.,.,.,0,353,57,282,0,692,.,.,.,.,0,353,57,282,0,692,398,213,7,0,618
2016,3,84,A & N Electric Coop,VA,Final,"30,886","2,864",4,.,"33,754",.,.,.,.,0,48,"1,075",4,.,"1,127","30,934","3,939",8,.,"34,881",.,.,.,.,0
2016,3,733,Appalachian Power Co,VA,Final,"448,600","75,344","1,895",0,"525,839",556,16,0,0,572,11,68,49,0,128,"449,167","75,428","1,944",0,"526,539",865,15,0,0,880
2016,3,10171,Kentucky Utilities Co,VA,Final,"1,858",577,8,0,"2,443",0,0,0,0,0,"21,868","4,091",142,0,"26,101","23,726","4,668",150,0,"28,544",0,0,0,0,0
2016,3,17066,Shenandoah Valley Elec Coop,VA,Final,"72,777","19,138",90,.,"92,005",.,.,.,.,0,30,65,.,.,95,"72,807","19,203",90,.,"92,100",.,.,.,.,0
2016,3,19876,Virginia Electric & Power Co,VA,Final,"1,836,061","118,239",74,1,"1,954,375","323,580","39,789",44,28,"363,441","10,257","98,989",923,8,"110,177","2,169,898","257,017","1,041",37,"2,427,993","274,242","502,884","9,163",228,"786,517"
2016,3,19882,Virginia Tech Electric Service,VA,Final,"5,229",458,0,0,"5,687",0,71,0,0,71,42,563,5,0,610,"5,271","1,092",5,0,"6,368",0,"6,867",0,0,"6,867"
